diff,group,variable,ACCESS-OM2_01deg_jra55v13_ryf9091/ice/cice_in.nml,ACCESS-OM2_release-01deg_jra55_ryf/ice/cice_in.nml
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=r_snw"", ""r_snw"")",0.0,0.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=rsnw_mlt"", ""rsnw_mlt"")",1500.0,1500.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave"", ""shortwave"")",default,default
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=snowpatch"", ""snowpatch"")",,0.02
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=shortwave_nml"", ""&shortwave_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tocnfrz"", ""tocnfrz"")",-1.8,-1.8
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=a_rapid_mode"", ""a_rapid_mode"")",0.0005,0.0005
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=aspect_rapid_mode"", ""aspect_rapid_mode"")",1.0,1.0
*,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=chio"", ""chio"")",0.004,0.006
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=conduct"", ""conduct"")",bubbly,bubbly
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=dsdt_slow_mode"", ""dsdt_slow_mode"")",-5e-08,-5e-08
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=kitd"", ""kitd"")",1,1
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=ktherm"", ""ktherm"")",2,2
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=phi_c_slow_mode"", ""phi_c_slow_mode"")",0.05,0.05
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=phi_i_mushy"", ""phi_i_mushy"")",0.85,0.85
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=thermo_nml"", ""&thermo_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=rac_rapid_mode"", ""rac_rapid_mode"")",10.0,10.0
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_aero"", ""restart_aero"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_age"", ""restart_age"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_fy"", ""restart_fy"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_lvl"", ""restart_lvl"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_pond_cesm"", ""restart_pond_cesm"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_pond_lvl"", ""restart_pond_lvl"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_pond_topo"", ""restart_pond_topo"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_aero"", ""tr_aero"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_fy"", ""tr_fy"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_iage"", ""tr_iage"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_lvl"", ""tr_lvl"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_pond_cesm"", ""tr_pond_cesm"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_pond_lvl"", ""tr_pond_lvl"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tracer_nml"", ""&tracer_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_pond_topo"", ""tr_pond_topo"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=bgc_data_dir"", ""bgc_data_dir"")",unknown_bgc_data_dir,unknown_bgc_data_dir
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=bgc_flux_type"", ""bgc_flux_type"")",Jin2006,Jin2006
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=nit_data_type"", ""nit_data_type"")",default,default
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=phi_snow"", ""phi_snow"")",0.5,0.5
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_bgc"", ""restart_bgc"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restart_hbrine"", ""restart_hbrine"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=restore_bgc"", ""restore_bgc"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=sil_data_type"", ""sil_data_type"")",default,default
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=skl_bgc"", ""skl_bgc"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_am_sk"", ""tr_bgc_am_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_c_sk"", ""tr_bgc_c_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_chl_sk"", ""tr_bgc_chl_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_dms_sk"", ""tr_bgc_dms_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_dmspd_sk"", ""tr_bgc_dmspd_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_dmspp_sk"", ""tr_bgc_dmspp_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_bgc_sil_sk"", ""tr_bgc_sil_sk"")",False,False
,"=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=zbgc_nml"", ""&zbgc_nml"")","=HYPERLINK(""https://github.com/COSIMA/cice5/search?q=tr_brine"", ""tr_brine"")",False,False
